date,player,ship,location,faults
2022-11-15,Alice,2,Reef,200
2022-11-15,Alice,3,Ivan,336
2022-11-15,Bob,0,Sol,288
2022-11-15,Bob,1,Kirk,1162
2022-11-15,Bob,2,Hook,220
2022-11-15,Bob,4,Ivan,302
2022-11-15,Bob,5,Kris,216
2022-11-15,Bob,6,Boyd,287
2022-11-15,Charlie,0,Kirk,1346
2022-11-15,Charlie,1,Kris,1298
2022-11-15,Charlie,2,Boyd,173
2022-11-16,Alice,0,Sol,1111
2022-11-16,Alice,1,Task,1168
2022-11-16,Alice,2,Hook,43
2022-11-16,Alice,3,Reef,337
2022-11-16,Bob,1,Task,278
2022-11-16,Bob,2,Stan,188
2022-11-16,Bob,5,Hook,1359
2022-11-16,Bob,6,Reef,115
2022-11-16,Charlie,0,Hook,285
2022-11-16,Charlie,1,Reef,326
2022-11-16,Charlie,2,Fate,1307
2022-11-16,Charlie,3,Stan,247
2022-11-16,Charlie,4,Gaol,1294
2022-11-17,Alice,0,Fate,1310
2022-11-17,Alice,1,Gaol,1243
2022-11-17,Alice,2,Reef,132
2022-11-17,Alice,3,Sol,144
2022-11-17,Bob,0,Task,1464
2022-11-17,Bob,1,Sol,148
2022-11-17,Bob,2,Gaol,1288
2022-11-17,Bob,3,Task,1390
2022-11-17,Bob,4,Ivan,217
2022-11-17,Bob,6,Quin,1313
2022-11-17,Charlie,1,Kirk,1327
2022-11-17,Charlie,2,York,324
2022-11-17,Charlie,5,Sol,191
2022-11-18,Alice,0,Sol,237
2022-11-18,Alice,1,Task,366
2022-11-18,Alice,2,York,223
2022-11-18,Alice,3,Kirk,1334
2022-11-18,Bob,0,Gaol,1110
2022-11-18,Bob,1,Ivan,262
2022-11-18,Bob,2,Hook,243
2022-11-18,Bob,4,York,1345
2022-11-18,Bob,5,York,1242
2022-11-18,Bob,6,Hook,355
2022-11-18,Charlie,0,Fate,1423
2022-11-18,Charlie,1,Kris,322
2022-11-18,Charlie,3,Kirk,1286
2022-11-18,Charlie,4,Sol,210
2022-11-18,Charlie,5,Task,152
2022-11-19,Alice,0,Reef,223
2022-11-19,Alice,2,Kirk,1138
2022-11-19,Alice,3,Stan,184
2022-11-19,Bob,0,Stan,1429
2022-11-19,Bob,2,Quin,1208
2022-11-19,Bob,3,Sol,238
2022-11-19,Bob,4,York,279
2022-11-19,Bob,6,Kris,190
2022-11-19,Charlie,0,Quin,1032
2022-11-19,Charlie,1,Boyd,1219
2022-11-19,Charlie,2,Boyd,1185
2022-11-19,Charlie,3,Stan,103
2022-11-19,Charlie,5,Stan,288
2022-11-20,Alice,1,Boyd,281
2022-11-20,Alice,2,Ivan,212
2022-11-20,Bob,1,Ivan,109
2022-11-20,Bob,2,Fate,1239
2022-11-20,Bob,3,Quin,1239
2022-11-20,Bob,4,Reef,181
2022-11-20,Bob,5,York,1306
2022-11-20,Bob,6,Stan,146
2022-11-20,Charlie,0,York,238
2022-11-20,Charlie,1,Task,335
2022-11-20,Charlie,2,Sol,178
2022-11-20,Charlie,3,Fate,1499
2022-11-20,Charlie,4,Boyd,271
2022-11-20,Charlie,5,Reef,214
2022-11-21,Alice,0,Sol,277
2022-11-21,Alice,1,Gaol,1238
2022-11-21,Alice,2,Quin,1299
2022-11-21,Alice,3,Boyd,154
2022-11-21,Bob,0,Ivan,323
2022-11-21,Bob,2,Kirk,1321
2022-11-21,Bob,4,Reef,65
2022-11-21,Bob,5,Gaol,911
2022-11-21,Bob,6,Sol,408
2022-11-21,Charlie,0,Task,220
2022-11-21,Charlie,1,Hook,269
2022-11-21,Charlie,2,Boyd,300
2022-11-21,Charlie,3,Gaol,1185
2022-11-21,Charlie,4,Kirk,1410
2022-11-21,Charlie,5,York,314
2022-11-22,Alice,0,Task,203
2022-11-22,Alice,1,Kirk,1081
2022-11-22,Bob,0,Reef,272
2022-11-22,Bob,2,Quin,1365
2022-11-22,Bob,3,Task,203
2022-11-22,Bob,4,Kirk,1311
2022-11-22,Bob,6,Hook,232
2022-11-22,Charlie,0,Sol,1351
2022-11-22,Charlie,1,Boyd,285
2022-11-22,Charlie,4,Stan,333
2022-11-22,Charlie,5,Reef,435
2022-11-23,Alice,0,Hook,224
2022-11-23,Alice,1,Kirk,1388
2022-11-23,Alice,2,York,282
2022-11-23,Bob,1,Hook,262
2022-11-23,Bob,2,Boyd,210
2022-11-23,Bob,3,Stan,281
2022-11-23,Bob,4,Hook,330
2022-11-23,Bob,5,Task,326
2022-11-23,Bob,6,Reef,1249
2022-11-23,Charlie,0,Sol,1360
2022-11-23,Charlie,1,Sol,1233
2022-11-23,Charlie,2,Ivan,394
2022-11-23,Charlie,3,Reef,237
2022-11-23,Charlie,4,Boyd,302
2022-11-23,Charlie,5,Hook,175
2022-11-24,Alice,1,Sol,1223
2022-11-24,Alice,2,York,312
2022-11-24,Bob,0,Reef,1248
2022-11-24,Bob,1,Boyd,216
2022-11-24,Bob,2,Reef,1051
2022-11-24,Bob,3,Ivan,203
2022-11-24,Charlie,0,Stan,436
2022-11-24,Charlie,1,Reef,276
2022-11-24,Charlie,2,Hook,221
2022-11-24,Charlie,3,Boyd,303
2022-11-24,Charlie,4,Ivan,112
2022-11-25,Alice,0,Kris,292
2022-11-25,Alice,1,Task,164
2022-11-25,Alice,2,Fate,1293
2022-11-25,Alice,3,York,256
2022-11-25,Bob,1,Sol,1104
2022-11-25,Bob,2,Sol,1353
2022-11-25,Bob,3,Kirk,1383
2022-11-25,Bob,5,Task,207
2022-11-25,Bob,6,York,274
2022-11-25,Charlie,0,Task,198
2022-11-25,Charlie,1,Ivan,262
2022-11-25,Charlie,2,Boyd,1362
2022-11-25,Charlie,3,Stan,51
2022-11-25,Charlie,4,Hook,272
2022-11-25,Charlie,5,Boyd,1020
2022-11-26,Alice,0,Quin,1208
2022-11-26,Alice,1,Hook,205
2022-11-26,Alice,2,Task,243
2022-11-26,Alice,3,Stan,314
2022-11-26,Bob,0,Ivan,102
2022-11-26,Bob,1,Hook,260
2022-11-26,Bob,2,Kirk,1382
2022-11-26,Bob,3,Kris,299
2022-11-26,Bob,4,Gaol,1472
2022-11-26,Bob,6,Stan,177
2022-11-26,Charlie,0,Kris,235
2022-11-26,Charlie,3,Sol,384
2022-11-27,Alice,2,Ivan,191
2022-11-27,Alice,3,Stan,242
2022-11-27,Bob,2,Reef,222
2022-11-27,Bob,3,York,165
2022-11-27,Bob,4,Sol,249
2022-11-27,Bob,5,Ivan,1346
2022-11-27,Bob,6,Ivan,1243
2022-11-27,Charlie,0,Hook,378
2022-11-27,Charlie,1,Task,420
2022-11-27,Charlie,2,Quin,1146
2022-11-27,Charlie,3,Sol,1218
2022-11-27,Charlie,4,Sol,1510
2022-11-27,Charlie,5,Boyd,250
2022-11-28,Alice,0,Kris,1361
2022-11-28,Alice,1,Gaol,1344
2022-11-28,Alice,2,Ivan,1326
2022-11-28,Bob,0,Kirk,1168
2022-11-28,Bob,1,Hook,148
2022-11-28,Bob,3,York,162
2022-11-28,Bob,4,Kirk,1186
2022-11-28,Bob,5,Ivan,314
2022-11-28,Bob,6,Kirk,1380
2022-11-28,Charlie,0,Ivan,205
2022-11-28,Charlie,1,Gaol,1265
2022-11-28,Charlie,2,Boyd,1371
2022-11-28,Charlie,3,Boyd,1090
2022-11-28,Charlie,4,York,317
2022-11-28,Charlie,5,Stan,218
2022-11-29,Alice,0,Fate,1181
2022-11-29,Alice,1,Gaol,1161
2022-11-29,Alice,2,Stan,205
2022-11-29,Alice,3,Task,153
2022-11-29,Bob,0,Kirk,1506
2022-11-29,Bob,1,Task,265
2022-11-29,Bob,3,Ivan,1443
2022-11-29,Bob,6,Sol,234
2022-11-29,Charlie,0,Quin,1101
2022-11-29,Charlie,1,Ivan,292
2022-11-29,Charlie,2,Gaol,1130
2022-11-29,Charlie,3,Kris,273
2022-11-29,Charlie,5,Reef,326
2022-11-30,Alice,0,Reef,345
2022-11-30,Alice,1,Ivan,200
2022-11-30,Alice,2,Quin,1403
2022-11-30,Alice,3,Task,255
2022-11-30,Bob,0,Fate,1028
2022-11-30,Bob,1,Fate,1242
2022-11-30,Bob,2,Reef,197
2022-11-30,Bob,3,Quin,1169
2022-11-30,Bob,4,Fate,1027
2022-11-30,Bob,6,Sol,274
2022-11-30,Charlie,1,Fate,1416
2022-11-30,Charlie,2,Hook,267
2022-11-30,Charlie,3,Task,122
2022-11-30,Charlie,4,Stan,190
2022-11-30,Charlie,5,Boyd,251
2022-12-01,Alice,1,Stan,1392
2022-12-01,Alice,2,Fate,1210
2022-12-01,Alice,3,Stan,1260
2022-12-01,Bob,0,Reef,241
2022-12-01,Bob,1,Sol,308
2022-12-01,Bob,2,Gaol,1200
2022-12-01,Bob,3,Kris,1091
2022-12-01,Bob,5,Kris,1201
2022-12-01,Bob,6,Kirk,1325
2022-12-01,Charlie,0,Reef,311
2022-12-01,Charlie,1,York,261
2022-12-01,Charlie,2,Kris,287
2022-12-01,Charlie,3,Fate,1038
2022-12-01,Charlie,4,Gaol,1402
2022-12-01,Charlie,5,Gaol,1262
2022-12-02,Alice,0,Kirk,1091
2022-12-02,Alice,1,Sol,223
2022-12-02,Alice,2,Task,205
2022-12-02,Alice,3,Stan,222
2022-12-02,Bob,0,Stan,1055
2022-12-02,Bob,1,Stan,958
2022-12-02,Bob,3,Kris,1219
2022-12-02,Bob,4,Fate,1078
2022-12-02,Bob,5,Gaol,1426
2022-12-02,Bob,6,Kirk,1350
2022-12-02,Charlie,1,Sol,1135
2022-12-02,Charlie,3,York,289
2022-12-02,Charlie,4,Gaol,1215
2022-12-02,Charlie,5,Quin,1170
2022-12-03,Alice,2,Kris,161
2022-12-03,Bob,0,Fate,1256
2022-12-03,Bob,1,Task,1270
2022-12-03,Bob,2,Fate,1169
2022-12-03,Bob,3,Stan,251
2022-12-03,Bob,4,Quin,1445
2022-12-03,Bob,5,Sol,346
2022-12-03,Bob,6,Stan,244
2022-12-03,Charlie,0,Boyd,1346
2022-12-03,Charlie,1,Reef,283
2022-12-03,Charlie,2,Hook,75
2022-12-03,Charlie,3,Fate,1266
2022-12-03,Charlie,4,Task,235
2022-12-04,Alice,0,Fate,1351
2022-12-04,Alice,1,Sol,350
2022-12-04,Alice,3,Stan,205
2022-12-04,Bob,0,Fate,1255
2022-12-04,Bob,2,Hook,287
2022-12-04,Bob,3,Stan,187
2022-12-04,Bob,4,Kirk,1190
2022-12-04,Bob,5,Reef,375
2022-12-04,Charlie,1,Kris,164
2022-12-04,Charlie,2,Reef,195
2022-12-04,Charlie,3,Boyd,1283
2022-12-04,Charlie,4,Sol,269
2022-12-04,Charlie,5,Ivan,272
2022-12-05,Alice,0,Fate,1238
2022-12-05,Alice,2,York,253
2022-12-05,Alice,3,Boyd,344
2022-12-05,Bob,0,Kris,365
2022-12-05,Bob,1,Quin,1154
2022-12-05,Bob,2,York,170
2022-12-05,Bob,5,Kirk,1305
2022-12-05,Bob,6,Fate,1374
2022-12-05,Charlie,0,Kirk,1027
2022-12-05,Charlie,2,York,182
2022-12-05,Charlie,3,Ivan,173
2022-12-05,Charlie,4,Reef,322
2022-12-05,Charlie,5,Kirk,1518
2022-12-06,Alice,2,Hook,1343
2022-12-06,Alice,3,Hook,1282
2022-12-06,Bob,0,Stan,116
2022-12-06,Bob,1,Kris,167
2022-12-06,Bob,3,Gaol,1144
2022-12-06,Bob,4,Fate,1431
2022-12-06,Bob,5,Hook,1347
2022-12-06,Bob,6,Sol,288
2022-12-06,Charlie,0,Kirk,1202
2022-12-06,Charlie,2,Kirk,1050
2022-12-06,Charlie,3,York,289
2022-12-06,Charlie,4,Fate,1469
2022-12-07,Alice,0,Kris,371
2022-12-07,Alice,1,Sol,369
2022-12-07,Alice,2,Reef,367
2022-12-07,Alice,3,Task,1142
2022-12-07,Bob,0,Hook,1380
2022-12-07,Bob,1,Hook,1084
2022-12-07,Bob,2,Fate,1192
2022-12-07,Bob,4,Kris,247
2022-12-07,Bob,6,Fate,1262
2022-12-07,Charlie,1,York,253
2022-12-07,Charlie,3,Sol,153
2022-12-07,Charlie,4,Kris,217
2022-12-07,Charlie,5,Sol,195
2022-12-08,Alice,1,York,264
2022-12-08,Alice,2,Gaol,1093
2022-12-08,Alice,3,Gaol,1327
2022-12-08,Bob,1,Gaol,1255
2022-12-08,Bob,2,Kirk,1374
2022-12-08,Bob,4,Quin,1434
2022-12-08,Bob,5,Hook,283
2022-12-08,Bob,6,Fate,1226
2022-12-08,Charlie,1,Reef,363
2022-12-08,Charlie,2,Boyd,298
2022-12-08,Charlie,3,Fate,1197
2022-12-08,Charlie,5,Fate,1255
2022-12-09,Alice,1,Ivan,279
2022-12-09,Alice,2,Sol,316
2022-12-09,Alice,3,Fate,1171
2022-12-09,Bob,0,Kris,234
2022-12-09,Bob,1,Boyd,1122
2022-12-09,Bob,2,Task,205
2022-12-09,Bob,4,Ivan,200
2022-12-09,Bob,5,Boyd,1146
2022-12-09,Charlie,1,Hook,1071
2022-12-09,Charlie,2,Hook,1009
2022-12-09,Charlie,4,Quin,1431
2022-12-09,Charlie,5,York,117
2022-12-10,Alice,0,Gaol,1241
2022-12-10,Alice,1,Quin,1114
2022-12-10,Alice,2,Kris,1294
2022-12-10,Alice,3,Kris,1239
2022-12-10,Bob,0,Reef,244
2022-12-10,Bob,1,Quin,1252
2022-12-10,Bob,2,Fate,1213
2022-12-10,Bob,3,Hook,339
2022-12-10,Bob,4,Ivan,363
2022-12-10,Bob,5,Fate,1304
2022-12-10,Bob,6,Hook,153
2022-12-10,Charlie,0,Fate,1473
2022-12-10,Charlie,1,Fate,1263
2022-12-10,Charlie,3,Ivan,153
2022-12-10,Charlie,4,Sol,264
2022-12-10,Charlie,5,Stan,163
2022-12-11,Alice,0,Kris,311
2022-12-11,Alice,1,York,291
2022-12-11,Alice,2,Task,1269
2022-12-11,Alice,3,Fate,1093
2022-12-11,Bob,0,York,1255
2022-12-11,Bob,1,Kirk,1310
2022-12-11,Bob,2,York,1410
2022-12-11,Bob,3,Sol,273
2022-12-11,Bob,4,Stan,225
2022-12-11,Bob,5,Reef,96
2022-12-11,Charlie,0,Kirk,1290
2022-12-11,Charlie,2,York,1333
2022-12-11,Charlie,4,Boyd,305
2022-12-11,Charlie,5,Fate,1248
2022-12-12,Alice,0,Kirk,1435
2022-12-12,Alice,2,Quin,1436
2022-12-12,Alice,3,Fate,1259
2022-12-12,Bob,0,Kris,165
2022-12-12,Bob,1,York,126
2022-12-12,Bob,2,Boyd,1055
2022-12-12,Bob,3,Kirk,1166
2022-12-12,Bob,4,Gaol,1233
2022-12-12,Bob,5,Boyd,1221
2022-12-12,Bob,6,Ivan,144
2022-12-12,Charlie,0,Stan,107
2022-12-12,Charlie,1,Kirk,1269
2022-12-12,Charlie,2,Kirk,1194
2022-12-12,Charlie,3,Reef,266
2022-12-12,Charlie,4,Ivan,335
2022-12-12,Charlie,5,York,191
2022-12-13,Alice,0,Gaol,1142
2022-12-13,Alice,1,Gaol,1220
2022-12-13,Bob,0,Hook,307
2022-12-13,Bob,1,Sol,1038
2022-12-13,Bob,2,Sol,986
2022-12-13,Bob,4,Kirk,1204
2022-12-13,Bob,5,Gaol,1311
2022-12-13,Bob,6,Kris,1476
2022-12-13,Charlie,0,Kirk,1399
2022-12-13,Charlie,1,Sol,283
2022-12-13,Charlie,2,Kris,220
2022-12-13,Charlie,3,Ivan,99
2022-12-13,Charlie,4,York,291
2022-12-13,Charlie,5,Task,271
2022-12-14,Alice,0,Task,327
2022-12-14,Alice,1,Hook,257
2022-12-14,Bob,1,Reef,249
2022-12-14,Bob,3,Boyd,230
2022-12-14,Bob,4,Stan,1169
2022-12-14,Charlie,0,Ivan,1226
2022-12-14,Charlie,1,York,223
2022-12-14,Charlie,3,Task,180
2022-12-14,Charlie,4,Ivan,1255
2022-12-14,Charlie,5,Hook,243
2022-12-15,Alice,0,Gaol,1316
2022-12-15,Alice,1,Quin,1384
2022-12-15,Alice,2,Ivan,183
2022-12-15,Alice,3,Reef,204
2022-12-15,Bob,4,Gaol,1206
2022-12-15,Bob,5,Boyd,327
2022-12-15,Bob,6,York,336
2022-12-15,Charlie,0,Quin,1243
2022-12-15,Charlie,1,Fate,1252
2022-12-15,Charlie,2,York,321
2022-12-15,Charlie,3,Kirk,1459
2022-12-15,Charlie,4,Ivan,259
2022-12-15,Charlie,5,Task,254
2022-12-16,Alice,0,Task,246
2022-12-16,Alice,1,Stan,1215
2022-12-16,Alice,3,Stan,1385
2022-12-16,Bob,0,Quin,1303
2022-12-16,Bob,2,Kris,230
2022-12-16,Bob,4,Boyd,210
2022-12-16,Bob,5,York,387
2022-12-16,Bob,6,Ivan,134
2022-12-16,Charlie,0,Quin,1318
2022-12-16,Charlie,1,Boyd,327
2022-12-16,Charlie,3,Boyd,214
2022-12-16,Charlie,4,Quin,1294
2022-12-16,Charlie,5,Task,188
2022-12-17,Alice,0,Quin,1043
2022-12-17,Alice,1,Hook,1124
2022-12-17,Alice,2,Fate,1111
2022-12-17,Bob,0,Reef,151
2022-12-17,Bob,2,Quin,1238
2022-12-17,Bob,3,Boyd,196
2022-12-17,Bob,4,York,1393
2022-12-17,Bob,5,Kirk,1144
2022-12-17,Bob,6,Task,64
2022-12-17,Charlie,1,Boyd,1281
2022-12-17,Charlie,2,Sol,277
2022-12-17,Charlie,3,Fate,1057
2022-12-17,Charlie,4,Reef,313
2022-12-17,Charlie,5,Quin,1505
2022-12-18,Alice,0,York,357
2022-12-18,Alice,2,Gaol,1178
2022-12-18,Alice,3,Sol,259
2022-12-18,Bob,0,Quin,1203
2022-12-18,Bob,1,Quin,1376
2022-12-18,Bob,2,Ivan,195
2022-12-18,Bob,4,Gaol,1297
2022-12-18,Charlie,0,Fate,1418
2022-12-18,Charlie,1,Sol,142
2022-12-18,Charlie,2,Kris,232
2022-12-18,Charlie,3,Kris,264
2022-12-18,Charlie,5,Hook,310
2022-12-19,Alice,0,Task,247
2022-12-19,Alice,1,Quin,1231
2022-12-19,Alice,2,York,256
2022-12-19,Alice,3,Gaol,1176
2022-12-19,Bob,0,Ivan,1232
2022-12-19,Bob,1,Stan,179
2022-12-19,Bob,2,Kris,1376
2022-12-19,Bob,3,Fate,1290
2022-12-19,Bob,5,Kirk,1240
2022-12-19,Bob,6,Gaol,1199
2022-12-19,Charlie,0,Quin,1507
2022-12-19,Charlie,2,Task,246
2022-12-20,Alice,0,Task,337
2022-12-20,Alice,1,Sol,177
2022-12-20,Alice,2,Gaol,1362
2022-12-20,Alice,3,Ivan,353
2022-12-20,Bob,0,Kris,237
2022-12-20,Bob,1,Task,325
2022-12-20,Bob,3,Kirk,1102
2022-12-20,Bob,4,Hook,154
2022-12-20,Bob,6,Stan,1258
2022-12-20,Charlie,0,York,1083
2022-12-20,Charlie,1,Kris,293
2022-12-20,Charlie,3,York,1218
2022-12-20,Charlie,4,Boyd,1353
2022-12-20,Charlie,5,Hook,281
2022-12-21,Alice,0,Fate,1277
2022-12-21,Alice,1,Reef,169
2022-12-21,Alice,2,Sol,231
2022-12-21,Alice,3,Ivan,222
2022-12-21,Bob,0,Quin,1217
2022-12-21,Bob,1,Ivan,411
2022-12-21,Bob,2,Kris,102
2022-12-21,Bob,3,Gaol,1455
2022-12-21,Bob,4,Kirk,1391
2022-12-21,Bob,5,Hook,238
2022-12-21,Bob,6,Gaol,1178
2022-12-21,Charlie,0,Stan,373
2022-12-21,Charlie,1,Quin,1175
2022-12-21,Charlie,2,Fate,1309
2022-12-21,Charlie,3,Kirk,1234
2022-12-21,Charlie,4,Sol,247
2022-12-21,Charlie,5,Fate,1371
2022-12-22,Alice,0,Kirk,1156
2022-12-22,Alice,1,York,155
2022-12-22,Alice,2,Quin,1454
2022-12-22,Alice,3,Quin,1300
2022-12-22,Bob,0,Quin,1361
2022-12-22,Bob,1,Gaol,1287
2022-12-22,Bob,2,Hook,110
2022-12-22,Bob,3,Kris,969
2022-12-22,Bob,4,Hook,266
2022-12-22,Bob,5,Kris,1266
2022-12-22,Bob,6,Kris,1228
2022-12-22,Charlie,0,Stan,267
2022-12-22,Charlie,3,Hook,313
2022-12-22,Charlie,4,Task,1231
2022-12-22,Charlie,5,Kris,224
2022-12-23,Alice,0,Boyd,293
2022-12-23,Alice,1,Kris,242
2022-12-23,Alice,2,Reef,258
2022-12-23,Bob,1,York,350
2022-12-23,Bob,2,Hook,236
2022-12-23,Bob,3,Task,208
2022-12-23,Bob,4,Boyd,97
2022-12-23,Bob,6,Quin,1352
2022-12-23,Charlie,0,Quin,1064
2022-12-23,Charlie,1,Stan,184
2022-12-23,Charlie,2,Sol,240
2022-12-23,Charlie,3,Reef,254
2022-12-23,Charlie,4,Kris,251
2022-12-23,Charlie,5,Ivan,240
2022-12-24,Alice,0,Gaol,934
2022-12-24,Alice,1,Quin,1106
2022-12-24,Alice,2,Fate,1512
2022-12-24,Alice,3,Stan,132
2022-12-24,Bob,0,Reef,1274
2022-12-24,Bob,2,York,302
2022-12-24,Bob,4,Kirk,1084
2022-12-24,Bob,6,Reef,1086
2022-12-24,Charlie,0,Sol,387
2022-12-24,Charlie,3,Hook,256
2022-12-24,Charlie,4,Kirk,1282
2022-12-24,Charlie,5,Gaol,1362
2022-12-25,Alice,0,Ivan,47
2022-12-25,Alice,2,Fate,1272
2022-12-25,Bob,0,Stan,248
2022-12-25,Bob,1,Quin,1469
2022-12-25,Bob,2,Task,1269
2022-12-25,Bob,4,Task,1321
2022-12-25,Bob,5,Reef,286
2022-12-25,Bob,6,York,135
2022-12-25,Charlie,0,Hook,1395
2022-12-25,Charlie,1,Reef,1209
2022-12-25,Charlie,3,Hook,1275
2022-12-25,Charlie,4,Kris,1313
2022-12-26,Alice,0,Kris,304
2022-12-26,Alice,2,York,210
2022-12-26,Bob,0,Stan,220
2022-12-26,Bob,2,Sol,209
2022-12-26,Bob,3,Boyd,216
2022-12-26,Bob,4,Hook,1193
2022-12-26,Bob,5,Quin,1262
2022-12-26,Bob,6,Hook,1229
2022-12-26,Charlie,0,Task,313
2022-12-26,Charlie,2,Boyd,232
2022-12-26,Charlie,4,Sol,1287
2022-12-26,Charlie,5,Ivan,1435
2022-12-27,Alice,0,York,290
2022-12-27,Alice,3,Fate,1292
2022-12-27,Bob,0,Hook,230
2022-12-27,Bob,3,Ivan,1101
2022-12-27,Bob,4,Fate,1367
2022-12-27,Bob,5,Sol,246
2022-12-27,Bob,6,Ivan,1137
2022-12-27,Charlie,0,Stan,1019
2022-12-27,Charlie,1,Task,370
2022-12-27,Charlie,2,Reef,134
2022-12-27,Charlie,3,Gaol,1161
2022-12-27,Charlie,4,Fate,1114
2022-12-27,Charlie,5,Stan,1371
2022-12-28,Alice,0,York,278
2022-12-28,Alice,1,Gaol,1159
2022-12-28,Alice,2,Boyd,160
2022-12-28,Alice,3,Quin,1388
2022-12-28,Bob,0,Ivan,1121
2022-12-28,Bob,2,Ivan,1446
2022-12-28,Bob,4,Ivan,1108
2022-12-28,Bob,5,York,127
2022-12-28,Bob,6,Boyd,266
2022-12-28,Charlie,0,Kirk,1256
2022-12-28,Charlie,1,Fate,1144
2022-12-28,Charlie,2,Reef,266
2022-12-28,Charlie,3,Boyd,234
2022-12-28,Charlie,4,Stan,216
2022-12-28,Charlie,5,Kirk,1417
2022-12-29,Alice,0,Hook,234
2022-12-29,Alice,1,York,256
2022-12-29,Alice,2,Sol,176
2022-12-29,Alice,3,Ivan,126
2022-12-29,Bob,0,Hook,1161
2022-12-29,Bob,1,Task,340
2022-12-29,Bob,3,Task,258
2022-12-29,Bob,5,Reef,136
2022-12-29,Bob,6,Hook,1195
2022-12-29,Charlie,0,Task,282
2022-12-29,Charlie,2,Hook,1343
2022-12-29,Charlie,3,Stan,159
2022-12-30,Alice,0,Reef,1120
2022-12-30,Alice,1,Reef,1035
2022-12-30,Alice,2,Fate,1428
2022-12-30,Alice,3,Fate,1206
2022-12-30,Bob,0,Quin,1277
2022-12-30,Bob,1,Kris,1074
2022-12-30,Bob,2,York,247
2022-12-30,Bob,3,Sol,182
2022-12-30,Bob,4,Boyd,1501
2022-12-30,Bob,6,Reef,251
2022-12-30,Charlie,1,Quin,1048
2022-12-30,Charlie,2,Task,231
2022-12-30,Charlie,3,Boyd,327
2022-12-30,Charlie,5,Reef,1112
2022-12-31,Alice,1,Sol,215
2022-12-31,Alice,3,Quin,1337
2022-12-31,Bob,0,Stan,161
2022-12-31,Bob,1,Kirk,1277
2022-12-31,Bob,3,Hook,314
2022-12-31,Bob,4,Gaol,1239
2022-12-31,Bob,5,Boyd,324
2022-12-31,Bob,6,York,342
2022-12-31,Charlie,0,Gaol,1168
2022-12-31,Charlie,1,Quin,1277
2022-12-31,Charlie,2,Gaol,1326
2022-12-31,Charlie,4,Quin,1016
2022-12-31,Charlie,5,York,152
2023-01-01,Alice,0,Kris,147
2023-01-01,Alice,1,Reef,1171
2023-01-01,Alice,2,Task,358
2023-01-01,Alice,3,Hook,307
2023-01-01,Bob,0,Sol,443
2023-01-01,Bob,1,Kirk,1226
2023-01-01,Bob,2,Fate,1164
2023-01-01,Bob,4,Kris,343
2023-01-01,Bob,5,Hook,265
2023-01-01,Bob,6,Boyd,1326
2023-01-01,Charlie,0,Hook,1201
2023-01-01,Charlie,1,Hook,1222
2023-01-01,Charlie,2,York,247
2023-01-01,Charlie,3,Quin,1275
2023-01-01,Charlie,4,Kris,369
2023-01-01,Charlie,5,Hook,1279
2023-01-02,Alice,0,Gaol,1301
2023-01-02,Alice,2,Fate,1201
2023-01-02,Alice,3,Ivan,254
2023-01-02,Bob,1,Stan,218
2023-01-02,Bob,2,Task,186
2023-01-02,Bob,3,Hook,225
2023-01-02,Bob,4,Kris,1370
2023-01-02,Bob,5,Task,243
2023-01-02,Bob,6,Sol,327
2023-01-02,Charlie,0,Quin,1143
2023-01-02,Charlie,1,York,248
2023-01-02,Charlie,2,Stan,240
2023-01-02,Charlie,3,Quin,1323
2023-01-02,Charlie,4,Boyd,298
2023-01-02,Charlie,5,Gaol,1120
2023-01-03,Alice,0,Quin,1663
2023-01-03,Alice,1,Hook,217
2023-01-03,Alice,2,Gaol,1260
2023-01-03,Alice,3,Ivan,1207
2023-01-03,Bob,1,Hook,302
2023-01-03,Bob,2,Sol,108
2023-01-03,Bob,3,Kirk,1185
2023-01-03,Bob,4,York,104
2023-01-03,Bob,5,Fate,1158
2023-01-03,Bob,6,Quin,1223
2023-01-03,Charlie,0,Reef,1377
2023-01-03,Charlie,1,Hook,232
2023-01-03,Charlie,2,Kris,256
2023-01-03,Charlie,4,Reef,1380
2023-01-03,Charlie,5,Kirk,1465
2023-01-04,Alice,0,Kris,1207
2023-01-04,Alice,1,Kris,1261
2023-01-04,Alice,2,Reef,265
2023-01-04,Alice,3,Fate,1357
2023-01-04,Bob,0,Task,359
2023-01-04,Bob,1,Gaol,1366
2023-01-04,Bob,2,Gaol,1171
2023-01-04,Bob,4,Stan,318
2023-01-04,Bob,5,Gaol,1345
2023-01-04,Bob,6,Kirk,1234
2023-01-04,Charlie,0,Gaol,1221
2023-01-04,Charlie,1,Stan,1164
2023-01-04,Charlie,2,Stan,1181
2023-01-04,Charlie,3,Task,243
2023-01-05,Alice,1,Hook,154
2023-01-05,Alice,2,Fate,1222
2023-01-05,Alice,3,Boyd,324
2023-01-05,Bob,0,Task,238
2023-01-05,Bob,1,Stan,1184
2023-01-05,Bob,2,Boyd,173
2023-01-05,Bob,4,Stan,1222
2023-01-05,Bob,5,York,216
2023-01-05,Charlie,0,Stan,243
2023-01-05,Charlie,1,Sol,202
2023-01-05,Charlie,3,Hook,0
2023-01-05,Charlie,4,Quin,1255
2023-01-05,Charlie,5,Kirk,1332
2023-01-06,Alice,0,Sol,248
2023-01-06,Alice,2,Hook,200
